Date;Open;High;Low;Close;Volume
2004-05-26;6.45162669384424;6.45485258102417;6.45162669384424;6.45485258102417;134100
2004-05-27;6.454857912702164;6.454857912702164;6.451632022857666;6.451632022857666;43900
2004-05-28;6.45162669384424;6.45485258102417;6.45162669384424;6.45485258102417;10600
2004-06-01;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;16200
2004-06-02;6.454857912702164;6.454857912702164;6.451632022857666;6.451632022857666;18900
2004-06-03;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;28900
2004-06-04;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;25900
2004-06-07;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;25400
2004-06-08;6.45162669384424;6.45485258102417;6.45162669384424;6.45485258102417;49800
2004-06-09;6.45162669384424;6.45485258102417;6.45162669384424;6.45485258102417;18700
2004-06-10;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;3700
2004-06-14;6.45162669384424;6.45485258102417;6.45162669384424;6.45485258102417;20500
2004-06-15;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;29600
2004-06-16;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;7300
2004-06-17;6.451632022857666;6.451632022857666;6.451632022857666;6.451632022857666;12900
2004-06-18;6.451632022857666;6.451632022857666;6.451632022857666;6.451632022857666;2500
2004-06-21;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;54900
2004-06-22;6.451632022857666;6.454857912702164;6.451632022857666;6.451632022857666;30100
2004-06-23;6.451629337511564;6.451629337511564;6.129047870635986;6.129047870635986;129700
2004-06-24;6.12905008951823;6.12905008951823;6.03227586053079;6.048404693603516;14600
2004-06-25;5.977436089232411;6.000016698329695;5.919371314253423;5.935500144958496;29400
2004-06-28;5.90969246170032;5.990337829606221;5.90969246170032;5.967757225036621;15600
2004-06-29;5.970983933333568;5.970983933333568;5.93872565868745;5.954854488372803;11300
2004-06-30;5.951628397565573;5.967757225036621;5.938724843368471;5.967757225036621;15700
2004-07-01;5.951629426931003;6.029048919677734;5.951629426931003;6.029048919677734;12600
2004-07-02;6.029049970861137;6.070985306015549;6.029049970861137;6.048404693603516;7700
2004-07-06;6.048401980933873;6.048401980933873;5.990337223472865;6.019369602203369;13400
2004-07-07;6.0161477546573785;6.074212551116943;6.0161477546573785;6.074212551116943;16100
2004-07-08;6.08066124689537;6.08066124689537;6.0645318031311035;6.0645318031311035;32600
2004-07-09;6.048404987420679;6.080663270408704;6.016146704432654;6.032276153564453;10400
2004-07-12;6.016148432610982;6.016148432610982;5.935503009612777;5.958083629608154;20200
2004-07-13;5.970987401756177;5.970987401756177;5.919374378451621;5.922600269317627;6800
2004-07-14;5.919374512156596;5.919374512156596;5.877438545227051;5.877438545227051;5700
2004-07-15;5.870986064258049;5.887114900065779;5.845179557800293;5.845179557800293;12600
2004-07-16;5.854857224432515;5.854857224432515;5.8064700966819744;5.822598934173584;14700
2004-07-19;5.8548559476814654;6.048405031752666;5.8548559476814654;5.903243064880371;9100
2004-07-20;5.906468954730375;5.935501348104834;5.903243064880371;5.903243064880371;10900
2004-07-21;5.9032398203243215;5.9032398203243215;5.861304505874035;5.8709821701049805;9900
2004-07-22;5.8742085858369775;5.887112140655518;5.870983312407701;5.887112140655518;2600
2004-07-23;5.887112140655518;5.896789806769423;5.861305646293796;5.887112140655518;4300
2004-07-26;5.887114210902767;5.887114210902767;5.85485592778791;5.858081817626953;5800
2004-07-27;5.85162923091573;5.870984567280579;5.774209731282806;5.8064680099487305;10300
2004-07-28;5.822598934173584;5.838728386940905;5.8064700966819744;5.822598934173584;4900
2004-07-29;5.838728427886963;5.838728427886963;5.829050756158702;5.838728427886963;3500
2004-07-30;5.854852729720071;5.887110995214651;5.854852729720071;5.8709821701049805;2900
2004-08-02;5.887112140655518;5.903240968903335;5.8548538688845255;5.887112140655518;7000
2004-08-03;5.870983312407701;5.887112140655518;5.870983312407701;5.887112140655518;4700
2004-08-04;5.887112140655518;5.903240968903335;5.861305646293796;5.887112140655518;5700
2004-08-05;5.870984507383544;5.870984507383544;5.838726229046725;5.854855060577393;5900
2004-08-06;5.887109221298354;5.890335108403304;5.822592709749446;5.84194803237915;6800
2004-08-09;5.858082207785463;5.887114602994884;5.8516304276776765;5.8613080978393555;11000
2004-08-10;5.861306530454016;6.032274965937591;5.854854752071515;6.000016689300537;8500
2004-08-11;6.000016689300537;6.000016689300537;6.000016689300537;6.000016689300537;2000
2004-08-12;5.996790895887796;5.996790895887796;5.932274341583252;5.932274341583252;8500
2004-08-13;5.951628397565573;5.98388605250767;5.935498954819195;5.967757225036621;3200
2004-08-16;5.983887039507518;6.0129194259643555;5.938725822919296;6.0129194259643555;6700
2004-08-17;6.048401318876102;6.09678840637207;6.048401318876102;6.09678840637207;2800
2004-08-18;6.064531331150742;6.129047870635986;6.064531331150742;6.129047870635986;4900
2004-08-19;6.09678840637207;6.09678840637207;6.048401318876102;6.09678840637207;7500
2004-08-20;6.145178922590955;6.145178922590955;6.03227586053079;6.048404693603516;13000
2004-08-23;6.048402545630377;6.0903378658922716;5.993563671272315;6.016144275665283;10600
2004-08-24;5.983887243344284;6.032274965937591;5.977436080237234;6.000016689300537;10700
2004-08-25;6.032274965937591;6.048403796618394;6.000016689300537;6.000016689300537;3400
2004-08-26;6.000016689300537;6.032274965937591;6.000016689300537;6.000016689300537;9500
2004-08-27;6.000017870576428;6.032276153564453;5.993566090923709;6.032276153564453;14500
2004-08-30;6.032273676683441;6.129047870635986;6.032273676683441;6.129047870635986;2700
2004-08-31;6.161306140378608;6.161306140378608;6.1225960936323975;6.129047870635986;7600
2004-09-01;6.1677602977716255;6.3225993139644965;6.1677602977716255;6.303244590759277;9300
2004-09-02;6.322602447458005;6.419376726721173;6.322602447458005;6.338731288909912;20800
2004-09-03;6.338730986584303;6.338730986584303;6.258085552619424;6.287117958068848;9000
2004-09-07;6.322601278391384;6.322601278391384;6.2903429861763565;6.306471824645996;8900
2004-09-08;6.322601399341014;6.354859692173135;6.274214267730713;6.274214267730713;4800
2004-09-09;6.225820239055005;6.338723842410953;6.148400783538818;6.148400783538818;12400
2004-09-10;6.1613099697700076;6.193568259561874;6.0742127719146755;6.106471061706543;20500
2004-09-13;6.109693385134281;6.319371223449707;6.109693385134281;6.319371223449707;7300
2004-09-14;6.335751574461028;6.4307547625770605;6.207988429295112;6.224368095397949;18800
2004-09-15;6.207993969382355;6.273513317108154;6.20471790826935;6.273513317108154;4900
2004-09-16;6.276783614840314;6.371787425350082;6.276783614840314;6.348855018615723;6700
2004-09-17;6.345582062969469;6.38816958527307;6.253854274749756;6.253854274749756;6600
2004-09-20;6.289891542074962;6.289891542074962;6.175231940426467;6.240751266479492;6400
2004-09-21;6.207992742899852;6.207992742899852;6.142472783273742;6.204716682434082;7600
2004-09-22;6.158845073886368;6.1752253565688315;6.090049761151701;6.1260857582092285;17700
2004-09-23;6.099881528850281;6.109709079412765;6.067121569005387;6.076949119567871;9800
2004-09-24;6.09332941191245;6.106433020943849;6.076949119567871;6.076949119567871;4600
2004-09-27;6.090054358711843;6.093330417721528;6.027810487216549;6.0376386642456055;11100
2004-09-28;6.044188976287842;6.057292583566918;6.027808686133772;6.044188976287842;6500
2004-09-29;6.027807696938129;6.083499424634293;6.027807696938129;6.047463417053223;5000
2004-09-30;6.06057145429327;6.086779305858597;6.050743275639596;6.083503246307373;7500
2004-10-01;6.109705475526765;6.1260857582092285;6.109705475526765;6.1260857582092285;2600
2004-10-04;6.109705853786839;6.230917453765869;6.109705853786839;6.230917453765869;6400
2004-10-05;6.224368911884051;6.224368911884051;6.152297496795654;6.152297496795654;6400
2004-10-06;6.175231940426467;6.240751266479492;6.1588516402797895;6.240751266479492;3500
2004-10-07;6.257125936714696;6.263678050878037;6.191606044769287;6.191606044769287;3100
2004-10-08;6.224367153774946;6.237471384550173;6.168675422668457;6.168675422668457;3300
2004-10-11;6.158845073886368;6.158845073886368;6.112981532063257;6.1260857582092285;3800
2004-10-12;6.139194602523848;6.142470661858171;6.109710693359375;6.109710693359375;5200
2004-10-13;6.14263813189787;6.14263813189787;6.099821090698242;6.099821090698242;7100
2004-10-14;6.076778031707809;6.093246012889793;6.017492294311523;6.017492294311523;7000
2004-10-15;6.027371406555176;6.060307989344458;6.027371406555176;6.027371406555176;3200
2004-10-18;6.033958506464699;6.04383966920487;6.0076093673706055;6.0076093673706055;6800
2004-10-19;6.02736764527553;6.02736764527553;6.007605959219142;6.024074554443359;5700
2004-10-20;6.010896639601324;6.04053946780703;5.977960094015831;6.037245750427246;8700
2004-10-21;5.997730872462657;6.093246936798096;5.994437778297504;6.093246936798096;7900
2004-10-22;6.093241223094464;6.142645756017551;6.093241223094464;6.126177787780762;7800
2004-10-25;6.15582317194073;6.228283141564103;6.0932437360492395;6.116299152374268;13300
2004-10-26;6.109710682974528;6.241456973884658;6.109710682974528;6.1327667236328125;16400
2004-10-27;6.136060774001331;6.17558479309082;6.099831103733353;6.17558479309082;7600
2004-10-28;6.159114227019438;6.159114227019438;6.047130286294524;6.145939350128174;10400
2004-10-29;6.126178765323172;6.267805576324463;6.09324219538125;6.267805576324463;11200
2004-11-01;6.241457948835644;6.244751041231211;6.17558479309082;6.17558479309082;5500
2004-11-02;6.159112119619648;6.1755800818863475;6.047128217211109;6.057008743286133;11400
2004-11-03;6.0866533807236545;6.132764819510508;6.0866533807236545;6.109708786010742;2800
2004-11-04;6.126175059965443;6.224984081814708;6.126175059965443;6.2085161209106445;7200
2004-11-05;6.208516009827058;6.241452559258321;6.109706361533268;6.159111499786377;13500
2004-11-08;6.175582320703849;6.224986853626936;6.093241223094464;6.126177787780762;9200
2004-11-09;6.09323926169753;6.221691131591797;6.09323926169753;6.221691131591797;5500
2004-11-10;6.2250085231839325;6.31441039653769;6.2250085231839325;6.307787895202637;8300
2004-11-11;6.291228972935395;6.304473968656951;6.291228972935395;6.3011627197265625;9000
2004-11-12;6.324342781042831;6.4071221351623535;6.324342781042831;6.4071221351623535;9300
2004-11-15;6.473343383216887;6.473343383216887;6.450165271759033;6.450165271759033;6200
2004-11-16;6.473342243075771;6.5296322030832155;6.4435416388626505;6.456786632537842;6000
2004-11-17;6.44023178103669;6.486588001251221;6.430298034609519;6.486588001251221;3600
2004-11-18;6.4203671478484186;6.433612148984041;6.410434028553117;6.423678398132324;8900
2004-11-19;6.423677753363718;6.446855871468168;6.38063276710636;6.4071221351623535;9600
2004-11-22;6.436921465898243;6.436921465898243;6.2084503173828125;6.2084503173828125;27700
2004-11-23;6.211759454170367;6.271360657996997;6.142224505853962;6.198514461517334;21100
2004-11-24;6.208446235384625;6.264736173181012;6.15877879181271;6.241558074951172;12800
2004-11-26;6.24818436445003;6.291229339943868;6.24818436445003;6.2879180908203125;4700
2004-11-29;6.307786170889555;6.360764903974601;6.291230553634097;6.340898036956787;10700
2004-11-30;6.35413733109143;6.360759193114539;6.324336741542321;6.357448577880859;7000
2004-12-01;6.360765574559643;6.506457421681268;6.360765574559643;6.503146171569824;10500
2004-12-02;6.50644982017365;6.519694805145264;6.4700273746129975;6.519694805145264;10500
2004-12-03;6.506456204893992;6.52301245235499;6.4501662266391255;6.489900588989258;9600
2004-12-06;6.493212298003243;6.552813529968262;6.473344799644031;6.552813529968262;11300
2004-12-07;6.572677800971527;6.582610914671862;6.426986028324721;6.456786632537842;14300
2004-12-08;6.423675738886833;6.43692073453935;6.374008268302203;6.433609485626221;6400
2004-12-09;6.456789621322797;6.456789621322797;6.4071221351623535;6.4071221351623535;6100
2004-12-10;6.407119733317152;6.4534759521484375;6.3806303751912585;6.4534759521484375;5600
2004-12-13;6.466720377794235;6.473342243075771;6.370696068317276;6.456786632537842;22200
2004-12-14;6.473426717860496;6.573273658752441;6.473426717860496;6.573273658752441;7900
2004-12-15;6.5566320419311515;6.57327298543812;6.503380260935292;6.556632041931152;7400
2004-12-16;6.539991235543586;6.539991235543586;6.446800925207008;6.473426818847656;10500
2004-12-17;6.470098803562164;6.470098803562164;6.37357953787088;6.390221118927002;8100
2004-12-20;6.400203970928834;6.43015817517684;6.293700415740927;6.3103413581848145;10600
2004-12-21;6.290376460383486;6.290376460383486;6.22713969260469;6.2637505531311035;20900
2004-12-22;6.273736515924351;6.406866073608398;6.273736515924351;6.406866073608398;6200
2004-12-23;6.440147882192383;6.456788836937535;6.430162928458252;6.44347620010376;4300
2004-12-27;6.430163870251843;6.44014882544842;6.390225319089187;6.4368205070495605;18700
2004-12-28;6.44680306815091;6.473428970642117;6.433489799499512;6.433489799499512;6100
2004-12-29;6.39688132107508;6.4368205070495605;6.39688132107508;6.4368205070495605;4000
2004-12-30;6.456788301230189;6.503384113311768;6.443475665500937;6.503384113311768;6100
2004-12-31;6.5300051443678795;6.603226173242126;6.5300051443678795;6.533332824707031;9100
