date,1. open,2. high,3. low,4. close,5. volume,Ticker
2023-02-09 15:40:00,27.88,27.88,27.88,27.88,101.0,TTP
2023-02-09 15:38:00,27.86,27.86,27.86,27.86,108.0,TTP
2023-02-09 15:37:00,27.89,27.89,27.88,27.88,201.0,TTP
2023-02-09 13:13:00,28.15,28.15,28.15,28.15,250.0,TTP
2023-02-09 13:03:00,28.22,28.22,28.22,28.22,201.0,TTP
2023-02-09 13:00:00,28.22,28.22,28.22,28.22,100.0,TTP
2023-02-09 10:12:00,28.44,28.448,28.438,28.438,712.0,TTP
2023-02-09 09:31:00,28.34,28.34,28.34,28.34,485.0,TTP
2023-02-08 15:34:00,28.2,28.2,28.2,28.2,100.0,TTP
2023-02-08 13:28:00,28.43,28.43,28.43,28.43,100.0,TTP
2023-02-08 13:26:00,28.28,28.4483,28.28,28.4483,685.0,TTP
2023-02-08 13:08:00,28.27,28.27,28.27,28.27,205.0,TTP
2023-02-08 13:05:00,28.27,28.27,28.27,28.27,201.0,TTP
2023-02-08 11:19:00,28.285,28.285,28.285,28.285,423.0,TTP
2023-02-08 10:48:00,28.36,28.36,28.36,28.36,200.0,TTP
2023-02-08 10:43:00,28.4,28.4,28.4,28.4,100.0,TTP
2023-02-08 10:36:00,28.43,28.43,28.43,28.43,100.0,TTP
2023-02-08 10:33:00,28.43,28.43,28.43,28.43,100.0,TTP
2023-02-08 09:31:00,28.51,28.51,28.51,28.51,284.0,TTP
2023-02-07 15:36:00,28.43,28.43,28.43,28.43,216.0,TTP
2023-02-07 15:26:00,28.4,28.4,28.4,28.4,100.0,TTP
2023-02-07 15:24:00,28.41,28.41,28.41,28.41,150.0,TTP
2023-02-07 15:00:00,28.44,28.44,28.44,28.44,100.0,TTP
2023-02-07 14:36:00,28.42,28.42,28.42,28.42,100.0,TTP
2023-02-07 14:27:00,28.38,28.38,28.38,28.38,100.0,TTP
2023-02-07 14:08:00,28.29,28.3,28.29,28.3,606.0,TTP
2023-02-07 14:05:00,28.2446,28.2446,28.2446,28.2446,200.0,TTP
2023-02-07 13:59:00,28.15,28.256,28.13,28.256,717.0,TTP
2023-02-07 13:48:00,28.3142,28.3142,28.3142,28.3142,255.0,TTP
2023-02-07 13:24:00,28.43,28.43,28.43,28.43,192.0,TTP
2023-02-07 13:21:00,28.52,28.52,28.51,28.51,261.0,TTP
2023-02-07 13:04:00,28.59,28.59,28.59,28.59,161.0,TTP
2023-02-07 12:48:00,28.5,28.5,28.5,28.5,286.0,TTP
2023-02-07 12:40:00,28.32,28.32,28.32,28.32,203.0,TTP
2023-02-07 12:38:00,28.36,28.4809,28.32,28.32,956.0,TTP
2023-02-07 10:58:00,28.33,28.33,28.33,28.33,200.0,TTP
2023-02-07 10:56:00,28.4096,28.4096,28.4096,28.4096,100.0,TTP
2023-02-07 10:46:00,28.51,28.51,28.51,28.51,199.0,TTP
2023-02-07 10:28:00,28.53,28.53,28.53,28.53,105.0,TTP
2023-02-07 10:11:00,28.59,28.615,28.47,28.615,308.0,TTP
2023-02-07 09:31:00,28.61,28.61,28.61,28.61,592.0,TTP
2023-02-06 16:00:00,28.465,28.51,28.465,28.51,219.0,TTP
2023-02-06 15:59:00,28.48,28.48,28.48,28.48,100.0,TTP
2023-02-06 15:57:00,28.47,28.47,28.47,28.47,200.0,TTP
2023-02-06 15:46:00,28.6,28.6,28.6,28.6,346.0,TTP
2023-02-06 15:40:00,28.615,28.615,28.615,28.615,173.0,TTP
2023-02-06 15:39:00,28.538,28.538,28.538,28.538,1050.0,TTP
2023-02-06 13:50:00,28.75,28.75,28.75,28.75,500.0,TTP
2023-02-06 13:31:00,28.49,28.49,28.43,28.43,750.0,TTP
2023-02-06 13:01:00,28.31,28.34,28.31,28.34,301.0,TTP
2023-02-06 12:54:00,28.4328,28.5843,28.41,28.41,2337.0,TTP
