date,1. open,2. high,3. low,4. close,5. volume,Ticker
2023-03-28 19:57:00,7.55,7.55,7.55,7.55,251.0,CRBP
2023-03-28 16:54:00,7.2607,7.2607,7.2607,7.2607,100.0,CRBP
2023-03-28 16:35:00,7.1153,7.1153,7.1153,7.1153,899.0,CRBP
2023-03-28 16:34:00,7.51,7.51,7.51,7.51,100.0,CRBP
2023-03-28 16:27:00,7.51,7.51,7.51,7.51,400.0,CRBP
2023-03-28 16:09:00,7.08,7.08,7.08,7.08,2222.0,CRBP
2023-03-28 16:04:00,7.6,7.6,7.6,7.6,155.0,CRBP
2023-03-28 16:00:00,7.5,7.54,7.46,7.49,12599.0,CRBP
2023-03-28 15:59:00,7.52,7.54,7.5,7.51,2557.0,CRBP
2023-03-28 15:58:00,7.565,7.565,7.42,7.5,5846.0,CRBP
2023-03-28 15:57:00,7.5,7.58,7.4664,7.5639,15394.0,CRBP
2023-03-28 15:56:00,7.48,7.48,7.43,7.48,1797.0,CRBP
2023-03-28 15:55:00,7.43,7.48,7.4135,7.45,2345.0,CRBP
2023-03-28 15:54:00,7.435,7.435,7.43,7.43,800.0,CRBP
2023-03-28 15:53:00,7.42,7.43,7.42,7.43,306.0,CRBP
2023-03-28 15:52:00,7.445,7.445,7.445,7.445,129.0,CRBP
2023-03-28 15:51:00,7.45,7.45,7.45,7.45,1191.0,CRBP
2023-03-28 15:50:00,7.45,7.4524,7.45,7.45,700.0,CRBP
2023-03-28 15:49:00,7.45,7.45,7.45,7.45,205.0,CRBP
2023-03-28 15:48:00,7.45,7.45,7.45,7.45,409.0,CRBP
2023-03-28 15:47:00,7.4524,7.4524,7.45,7.45,1386.0,CRBP
2023-03-28 15:45:00,7.45,7.45,7.45,7.45,103.0,CRBP
2023-03-28 15:44:00,7.45,7.45,7.45,7.45,139.0,CRBP
2023-03-28 15:42:00,7.47,7.48,7.45,7.45,856.0,CRBP
2023-03-28 15:41:00,7.45,7.45,7.45,7.45,520.0,CRBP
2023-03-28 15:40:00,7.45,7.47,7.435,7.435,1826.0,CRBP
2023-03-28 15:39:00,7.415,7.415,7.415,7.415,108.0,CRBP
2023-03-28 15:37:00,7.38,7.38,7.38,7.38,1550.0,CRBP
2023-03-28 15:36:00,7.39,7.39,7.39,7.39,196.0,CRBP
2023-03-28 15:35:00,7.38,7.43,7.38,7.385,1433.0,CRBP
2023-03-28 15:34:00,7.38,7.38,7.38,7.38,125.0,CRBP
2023-03-28 15:33:00,7.38,7.42,7.38,7.38,1738.0,CRBP
2023-03-28 15:27:00,7.37,7.37,7.37,7.37,505.0,CRBP
2023-03-28 15:26:00,7.37,7.39,7.33,7.39,798.0,CRBP
2023-03-28 15:25:00,7.3511,7.3511,7.3511,7.3511,100.0,CRBP
2023-03-28 15:24:00,7.4195,7.4195,7.4195,7.4195,1144.0,CRBP
2023-03-28 15:23:00,7.42,7.42,7.3374,7.3374,1604.0,CRBP
