date,1. open,2. high,3. low,4. close,5. volume,Ticker
2023-05-01 16:01:00,327.37,327.37,327.37,327.37,112230.0,PH
2023-05-01 16:00:00,327.84,327.91,326.97,327.37,50838.0,PH
2023-05-01 15:59:00,327.595,327.84,327.58,327.83,11218.0,PH
2023-05-01 15:58:00,327.48,327.71,327.33,327.64,13448.0,PH
2023-05-01 15:57:00,327.34,327.53,327.2,327.32,8279.0,PH
2023-05-01 15:56:00,327.26,327.46,327.11,327.28,7528.0,PH
2023-05-01 15:55:00,326.9,327.19,326.9,327.19,2115.0,PH
2023-05-01 15:54:00,326.97,327.06,326.82,326.85,6232.0,PH
2023-05-01 15:53:00,327.32,327.5,326.98,326.98,5589.0,PH
2023-05-01 15:52:00,327.285,327.31,327.19,327.28,4060.0,PH
2023-05-01 15:51:00,327.48,327.48,327.265,327.285,4403.0,PH
2023-05-01 15:50:00,327.29,327.4,327.29,327.395,1687.0,PH
2023-05-01 15:49:00,327.28,327.28,327.265,327.265,1761.0,PH
2023-05-01 15:48:00,327.25,327.45,327.25,327.43,2080.0,PH
2023-05-01 15:47:00,327.35,327.45,327.3,327.37,3146.0,PH
2023-05-01 15:46:00,326.98,327.285,326.975,327.285,1898.0,PH
2023-05-01 15:45:00,326.795,326.93,326.76,326.875,3112.0,PH
2023-05-01 15:44:00,326.67,326.9375,326.67,326.85,1831.0,PH
2023-05-01 15:43:00,326.67,326.67,326.67,326.67,262.0,PH
2023-05-01 15:42:00,326.6,326.67,326.6,326.67,909.0,PH
2023-05-01 15:41:00,326.5,326.58,326.405,326.58,3042.0,PH
2023-05-01 15:40:00,326.55,326.55,326.55,326.55,393.0,PH
2023-05-01 15:39:00,326.55,326.55,326.42,326.45,1985.0,PH
2023-05-01 15:38:00,326.66,326.67,326.57,326.58,2502.0,PH
2023-05-01 15:37:00,326.59,326.59,326.59,326.59,699.0,PH
2023-05-01 15:36:00,326.66,326.69,326.635,326.635,1534.0,PH
2023-05-01 15:35:00,326.705,326.75,326.55,326.75,1848.0,PH
2023-05-01 15:32:00,326.28,326.57,326.27,326.57,2774.0,PH
2023-05-01 15:31:00,326.29,326.34,326.24,326.3125,1432.0,PH
2023-05-01 15:30:00,326.09,326.22,326.04,326.205,4982.0,PH
2023-05-01 15:29:00,326.05,326.14,326.05,326.14,607.0,PH
2023-05-01 15:28:00,326.29,326.29,326.13,326.13,1816.0,PH
2023-05-01 15:27:00,326.39,326.4,326.39,326.4,1116.0,PH
2023-05-01 15:26:00,326.5,326.5,326.31,326.44,2046.0,PH
2023-05-01 15:25:00,326.54,326.5775,326.45,326.5775,2559.0,PH
2023-05-01 15:24:00,326.4,326.63,326.4,326.63,1449.0,PH
2023-05-01 15:23:00,326.43,326.43,326.43,326.43,358.0,PH
2023-05-01 15:22:00,326.69,326.72,326.43,326.43,2681.0,PH
2023-05-01 15:21:00,326.55,326.685,326.55,326.62,2254.0,PH
2023-05-01 15:20:00,326.485,326.485,326.47,326.47,392.0,PH
2023-05-01 15:19:00,326.51,326.51,326.51,326.51,234.0,PH
2023-05-01 15:18:00,326.38,326.43,326.35,326.43,1297.0,PH
2023-05-01 15:17:00,326.61,326.61,326.37,326.37,1840.0,PH
2023-05-01 15:16:00,326.64,326.64,326.615,326.615,680.0,PH
2023-05-01 15:15:00,326.61,326.62,326.552,326.57,937.0,PH
2023-05-01 15:14:00,326.58,326.59,326.45,326.55,2525.0,PH
2023-05-01 15:12:00,326.53,326.74,326.5,326.62,1908.0,PH
2023-05-01 15:11:00,326.63,326.6804,326.6,326.6375,2096.0,PH
2023-05-01 15:10:00,326.6288,326.665,326.53,326.59,1645.0,PH
2023-05-01 15:09:00,326.82,326.82,326.7,326.7,1651.0,PH
2023-05-01 15:06:00,326.9,326.96,326.9,326.96,1133.0,PH
2023-05-01 15:05:00,326.81,326.87,326.77,326.87,1600.0,PH
2023-05-01 15:04:00,326.77,326.775,326.77,326.775,573.0,PH
2023-05-01 15:03:00,326.95,327.02,326.9,326.9,1719.0,PH
2023-05-01 15:02:00,327.03,327.1,327.03,327.1,526.0,PH
2023-05-01 15:01:00,326.995,327.1,326.995,327.015,1563.0,PH
2023-05-01 15:00:00,326.96,327.08,326.86,327.08,2398.0,PH
2023-05-01 14:59:00,326.76,326.84,326.76,326.82,478.0,PH
2023-05-01 14:58:00,326.66,326.84,326.66,326.84,1289.0,PH
2023-05-01 14:56:00,326.49,326.49,326.4,326.4,469.0,PH
2023-05-01 14:55:00,326.5,326.585,326.5,326.51,555.0,PH
2023-05-01 14:54:00,326.495,326.53,326.38,326.53,1554.0,PH
2023-05-01 14:53:00,326.505,326.505,326.505,326.505,350.0,PH
2023-05-01 14:52:00,326.54,326.54,326.46,326.5,1352.0,PH
2023-05-01 14:51:00,326.75,326.75,326.75,326.75,183.0,PH
2023-05-01 14:50:00,326.645,326.76,326.64,326.735,2001.0,PH
2023-05-01 14:49:00,326.6368,326.655,326.6368,326.655,517.0,PH
2023-05-01 14:48:00,326.75,326.755,326.735,326.735,897.0,PH
2023-05-01 14:47:00,326.99,327.13,326.78,326.78,3364.0,PH
2023-05-01 14:46:00,326.94,326.94,326.94,326.94,108.0,PH
2023-05-01 14:45:00,326.945,326.945,326.945,326.945,145.0,PH
2023-05-01 14:44:00,327.06,327.11,327.06,327.11,754.0,PH
2023-05-01 14:43:00,327.1,327.1,327.02,327.03,1027.0,PH
2023-05-01 14:42:00,326.94,326.94,326.94,326.94,1164.0,PH
2023-05-01 14:41:00,326.88,326.88,326.88,326.88,793.0,PH
2023-05-01 14:40:00,326.79,327.02,326.79,327.0,1642.0,PH
2023-05-01 14:39:00,327.05,327.07,326.76,326.76,2556.0,PH
2023-05-01 14:38:00,326.93,327.02,326.93,327.02,2034.0,PH
2023-05-01 14:37:00,326.925,326.9886,326.88,326.88,792.0,PH
2023-05-01 14:36:00,326.92,326.99,326.91,326.92,1348.0,PH
2023-05-01 14:35:00,327.01,327.01,326.92,326.92,1355.0,PH
2023-05-01 14:34:00,327.285,327.285,327.26,327.26,410.0,PH
2023-05-01 14:33:00,327.55,327.55,327.33,327.33,2534.0,PH
2023-05-01 14:32:00,327.88,327.88,327.675,327.675,5188.0,PH
2023-05-01 14:30:00,327.73,327.73,327.73,327.73,247.0,PH
2023-05-01 14:29:00,327.7,327.76,327.7,327.76,720.0,PH
2023-05-01 14:27:00,327.6273,327.63,327.6273,327.63,1061.0,PH
2023-05-01 14:26:00,327.63,327.63,327.63,327.63,1175.0,PH
2023-05-01 14:25:00,327.29,327.5,327.29,327.47,2604.0,PH
2023-05-01 14:24:00,327.505,327.5325,327.195,327.195,12278.0,PH
2023-05-01 14:23:00,327.505,327.505,327.505,327.505,398.0,PH
2023-05-01 14:22:00,327.61,327.61,327.505,327.505,631.0,PH
2023-05-01 14:21:00,327.33,327.33,327.33,327.33,286.0,PH
