date,1. open,2. high,3. low,4. close,5. volume,Ticker
2023-03-03 19:30:00,5.31,5.31,5.31,5.31,100.0,LTRN
2023-03-03 19:28:00,5.31,5.31,5.31,5.31,100.0,LTRN
2023-03-03 19:24:00,5.36,5.37,5.36,5.37,200.0,LTRN
2023-03-03 19:23:00,5.36,5.36,5.36,5.36,200.0,LTRN
2023-03-03 16:00:00,5.56,5.56,5.54,5.54,719.0,LTRN
2023-03-03 15:36:00,5.5494,5.5494,5.5494,5.5494,250.0,LTRN
2023-03-03 15:28:00,5.5,5.5,5.5,5.5,575.0,LTRN
2023-03-03 15:21:00,5.55,5.551,5.5,5.5,300.0,LTRN
2023-03-03 15:15:00,5.6599,5.6599,5.55,5.551,600.0,LTRN
2023-03-03 15:11:00,5.55,5.55,5.55,5.55,100.0,LTRN
2023-03-03 15:09:00,5.55,5.55,5.55,5.55,180.0,LTRN
2023-03-03 15:08:00,5.55,5.5592,5.55,5.5592,201.0,LTRN
2023-03-03 15:07:00,5.56,5.56,5.55,5.55,500.0,LTRN
2023-03-03 15:06:00,5.53,5.6599,5.51,5.605,2460.0,LTRN
2023-03-03 15:05:00,5.585,5.66,5.585,5.66,250.0,LTRN
2023-03-03 15:03:00,5.585,5.585,5.585,5.585,400.0,LTRN
2023-03-03 14:56:00,5.5,5.5,5.5,5.5,300.0,LTRN
2023-03-03 14:55:00,5.5,5.5,5.5,5.5,600.0,LTRN
2023-03-03 14:54:00,5.5,5.51,5.5,5.51,1800.0,LTRN
2023-03-03 14:29:00,5.52,5.52,5.5,5.52,1850.0,LTRN
2023-03-03 14:28:00,5.56,5.58,5.51,5.58,1850.0,LTRN
2023-03-03 14:19:00,5.52,5.52,5.52,5.52,175.0,LTRN
2023-03-03 13:48:00,5.6,5.6,5.6,5.6,600.0,LTRN
2023-03-03 13:46:00,5.635,5.635,5.6,5.6,1021.0,LTRN
2023-03-03 13:35:00,5.61,5.61,5.58,5.61,1075.0,LTRN
2023-03-03 13:04:00,5.6299,5.6299,5.6299,5.6299,100.0,LTRN
2023-03-03 12:53:00,5.55,5.55,5.55,5.55,361.0,LTRN
2023-03-03 12:52:00,5.6386,5.6386,5.6386,5.6386,356.0,LTRN
2023-03-03 12:51:00,5.61,5.64,5.61,5.64,2000.0,LTRN
2023-03-03 12:40:00,5.4311,5.4311,5.4311,5.4311,114.0,LTRN
